model,topic,blockade_condition,repetition,gamma_1,gamma_2,gamma_3,gamma_norm,gamma_initial,gamma_revised,gamma_final,delta_gamma,euclidean_dist_to_claude_B0_mean,euclidean_dist_to_gemini_B0_mean,euclidean_dist_to_gpt4o_B0_mean
gemini,T3,B_Op3,3,0.611,0.75,0.4,1.047,0.344,0.3,0.3,-0.044,0.47897828760811273,0.5307359268035281,0.3609755958510214
gemini,T3,B_Op3,4,0.5,0.75,0.1,0.907,0.3,0.15,0.15,-0.15,0.4686346978191009,0.4736580454294005,0.51509624421073
gemini,T3,B_Op3,5,0.5,0.688,0.0,0.85,0.35,0.1,0.15,-0.25,0.4687374531654153,0.45333036959815515,0.5890783146577371
gemini,T3,B_Op5,1,0.577,0.875,0.0,1.048,0.331,0.2,0.2,-0.131,0.6390645663780773,0.6378194917059214,0.6769622004218551
gemini,T3,B_Op5,2,0.781,0.375,0.25,0.902,0.3,0.312,0.219,0.012,0.382221925064484,0.3948230287103324,0.5666755516166195
gemini,T3,B_Op5,3,0.15,0.375,0.1,0.416,0.312,0.12,0.1,-0.192,0.3194080149276158,0.2793903076343201,0.5282661647313786
gemini,T3,B_Op5,4,0.15,0.312,0.0,0.346,0.3,0.031,0.032,-0.269,0.38556213507034115,0.3251083880800371,0.6385601152593231
gemini,T3,B_Op5,5,0.572,0.75,0.3,0.99,0.3,0.279,0.262,-0.021,0.450262057029015,0.48899826584559575,0.3894208787417541
gemini,T3,B_Op7,1,0.593,0.375,0.1,0.709,0.287,0.15,0.15,-0.137,0.2718452500964473,0.24005787635484901,0.5523868760207831
gemini,T3,B_Op7,2,0.05,0.312,0.1,0.331,0.4,0.05,0.065,-0.35,0.40162938139533566,0.36305297685048665,0.5961333917840872
gemini,T3,B_Op7,3,0.15,0.312,0.25,0.427,0.281,0.129,0.111,-0.152,0.2572122858651974,0.2473771695205522,0.43961235287466616
gemini,T3,B_Op7,4,0.15,0.375,0.1,0.416,0.338,0.106,0.115,-0.232,0.3194080149276158,0.2793903076343201,0.5282661647313786
gemini,T3,B_Op7,5,0.15,0.375,0.0,0.404,0.3,0.121,0.111,-0.179,0.38732606418881754,0.33295486781244094,0.616332005334787
gemini,T4,B0,1,0.512,0.188,0.0,0.545,0.45,0.155,0.164,-0.295,0.34184944054364047,0.26963490871917906,0.6912505629654127
gemini,T4,B0,2,0.15,0.188,0.25,0.347,0.468,0.162,0.164,-0.306,0.29438546159754564,0.2724342562894762,0.5209119511011434
gemini,T4,B0,3,0.15,0.188,0.15,0.283,0.46,0.116,0.1,-0.344,0.32351630561688854,0.2775255375636628,0.5849352620589735
gemini,T4,B0,4,0.564,0.25,0.0,0.617,0.41,0.185,0.15,-0.225,0.34173053711952633,0.2779645013306555,0.6747695167981435
gemini,T4,B0,5,0.514,0.188,0.15,0.567,0.4,0.056,0.09,-0.344,0.2297826799391112,0.17741686503824827,0.5786285689455715
gemini,T4,B_Op3,1,0.5,0.562,0.0,0.752,0.45,0.1,0.1,-0.35,0.38216509521409725,0.35248186336320914,0.5760755339363058
gemini,T4,B_Op3,2,0.5,0.562,0.0,0.752,0.45,0.15,0.2,-0.3,0.38216509521409725,0.35248186336320914,0.5760755339363058
gemini,T4,B_Op3,3,0.5,0.562,0.0,0.752,0.45,0.1,0.1,-0.35,0.38216509521409725,0.35248186336320914,0.5760755339363058
gemini,T4,B_Op3,4,0.75,0.438,0.0,0.869,0.45,0.25,0.15,-0.2,0.46414954486673793,0.43644979550917423,0.6995807750360211
gemini,T4,B_Op3,5,0.6,0.438,0.1,0.75,0.45,0.19,0.15,-0.26,0.2930986182157807,0.27121287580054154,0.53734277774992
gemini,T4,B_Op5,1,0.544,0.188,0.25,0.628,0.45,0.218,0.2,-0.232,0.2057806599270204,0.19168501245532996,0.5246200728146037
gemini,T4,B_Op5,2,0.1,0.438,0.3,0.54,0.458,0.45,0.461,-0.008,0.32116475522697063,0.3354346791850837,0.37311829330655977
gemini,T4,B_Op5,3,0.5,0.312,0.0,0.589,0.45,0.1,0.107,-0.35,0.3064150126870418,0.23875398216574317,0.6291287791859469
gemini,T4,B_Op5,4,0.15,0.438,0.1,0.474,0.507,0.15,0.168,-0.357,0.333650715569441,0.30192784568502457,0.509027760343186
gemini,T4,B_Op5,5,0.517,0.188,0.25,0.604,0.458,0.165,0.157,-0.293,0.188344471647033,0.17147123373907355,0.5148315654658328
gemini,T4,B_Op7,1,0.5,0.188,0.0,0.534,0.45,0.1,0.108,-0.35,0.33822300335725247,0.264628841965497,0.6883990563619331
gemini,T4,B_Op7,2,0.05,0.188,0.15,0.246,0.6,0.156,0.193,-0.444,0.4065843086003197,0.3686901463288652,0.624952206812649
gemini,T4,B_Op7,3,0.15,0.062,0.25,0.298,0.45,0.203,0.15,-0.247,0.3728245700057871,0.34489920846531386,0.6182224686955335
gemini,T4,B_Op7,4,0.15,0.188,0.25,0.347,0.463,0.1,0.1,-0.363,0.29438546159754564,0.2724342562894762,0.5209119511011434
gemini,T4,B_Op7,5,0.15,0.188,0.25,0.347,0.467,0.157,0.174,-0.31,0.29438546159754564,0.2724342562894762,0.5209119511011434
gemini,T5,B0,1,0.15,0.188,0.15,0.283,0.4,0.175,0.155,-0.225,0.32351630561688854,0.2775255375636628,0.5849352620589735
gemini,T5,B0,2,0.15,0.188,0.25,0.347,0.45,0.261,0.274,-0.189,0.29438546159754564,0.2724342562894762,0.5209119511011434
gemini,T5,B0,3,0.513,0.5,0.4,0.82,0.312,0.318,0.316,0.006,0.22834894350532914,0.29601078358735516,0.23903778111419957
gemini,T5,B0,4,0.5,0.188,0.85,1.004,0.45,0.3,0.311,-0.15,0.586425442831397,0.6547735669680015,0.5045723543754652
gemini,T5,B0,5,0.538,0.188,0.25,0.622,0.4,0.115,0.1,-0.285,0.2017239698201481,0.18704508547406426,0.5223401007006834
gemini,T5,B_Op3,1,0.15,0.562,0.0,0.582,0.4,0.1,0.1,-0.3,0.4481273926017021,0.415855099764329,0.5863608281595898
gemini,T5,B_Op3,2,0.15,0.562,0.15,0.601,0.4,0.3,0.3,-0.1,0.36921289251595757,0.3622643565133065,0.4473466450080965
gemini,T5,B_Op3,3,0.15,0.562,0.15,0.601,0.4,0.15,0.15,-0.25,0.36921289251595757,0.3622643565133065,0.4473466450080965
gemini,T5,B_Op3,4,0.15,0.562,0.15,0.601,0.4,0.15,0.15,-0.25,0.36921289251595757,0.3622643565133065,0.4473466450080965
gemini,T5,B_Op3,5,0.5,0.562,1.0,1.251,0.45,0.5,0.5,0.05,0.7523630506610488,0.8344120468929005,0.47314164982592694
gemini,T5,B_Op5,1,0.15,0.312,0.0,0.346,0.429,0.182,0.17,-0.247,0.38556213507034115,0.3251083880800371,0.6385601152593231
gemini,T5,B_Op5,2,0.15,0.312,0.6,0.693,0.4,0.261,0.256,-0.139,0.4008218556915279,0.45705083305908106,0.320872281133787
gemini,T5,B_Op5,3,0.572,0.438,0.6,0.938,0.45,0.329,0.312,-0.121,0.36833712818557945,0.4459100626808056,0.2666040899911327
gemini,T5,B_Op5,4,0.15,0.312,0.6,0.693,0.4,0.264,0.275,-0.136,0.4008218556915279,0.45705083305908106,0.320872281133787
gemini,T5,B_Op5,5,0.5,0.312,0.45,0.742,0.45,0.3,0.3,-0.15,0.18812272589987636,0.2586570393397404,0.31575785152550045
gemini,T5,B_Op7,1,0.05,0.188,0.25,0.317,0.6,0.219,0.2,-0.381,0.3838108909345851,0.36487316152328886,0.5654779047849704
gemini,T5,B_Op7,2,0.0,0.188,0.0,0.188,0.6,0.107,0.113,-0.493,0.5173343213048985,0.46323689835763304,0.7523119438105446
gemini,T5,B_Op7,3,0.548,0.188,0.6,0.834,0.462,0.132,0.106,-0.33,0.3714670375686112,0.430876622712349,0.43192311908486686
gemini,T5,B_Op7,4,0.528,0.188,0.3,0.636,0.45,0.111,0.105,-0.339,0.1913043648221337,0.19574744953638604,0.49104050830863233
gemini,T5,B_Op7,5,0.526,0.125,0.15,0.561,0.467,0.106,0.11,-0.361,0.27892830620071535,0.22996918054382853,0.6249295806728947
gpt4o,T1,B0,1,0.75,0.688,0.75,1.264,0.55,0.5,0.55,-0.05,0.6768270089173452,0.7498189274751604,0.46901307103320694
gpt4o,T1,B0,2,0.625,0.562,0.75,1.126,0.45,0.5,0.45,0.05,0.5597902821593101,0.6385361884811228,0.3441918372071017
gpt4o,T1,B0,3,0.5,0.562,0.75,1.062,0.5,0.45,0.4,-0.05,0.5230202290542881,0.6047672808609937,0.2517201239472125
gpt4o,T1,B0,4,0.5,0.562,0.75,1.062,0.45,0.45,0.5,0.0,0.5230202290542881,0.6047672808609937,0.2517201239472125
gpt4o,T1,B0,5,0.5,0.562,0.45,0.877,0.45,0.3,0.3,-0.15,0.2958887628822697,0.3662560088244287,0.18911113346389732
gpt4o,T1,B_Op3,1,0.05,0.562,0.55,0.788,0.45,0.7,0.7,0.25,0.4949405620880148,0.5467608837508404,0.2921215856454295
gpt4o,T1,B_Op3,2,0.05,0.75,0.9,1.173,0.45,0.95,0.75,0.5,0.8191669426923917,0.8885696056021722,0.48917904779334126
gpt4o,T1,B_Op3,3,0.75,0.562,1.0,1.371,0.6,0.85,0.75,0.25,0.8227576556921242,0.9008126686498142,0.6044195734752474
gpt4o,T1,B_Op3,4,0.1,0.562,0.9,1.066,0.45,0.65,0.65,0.2,0.718778241184303,0.7903742556536112,0.42228784116997736
gpt4o,T1,B_Op3,5,0.1,0.688,0.7,0.987,0.45,0.55,0.55,0.1,0.6215358396745918,0.6866996606959989,0.3083460082439855
gpt4o,T1,B_Op5,1,0.5,0.75,0.45,1.007,0.45,0.45,0.45,0.0,0.4572947408400844,0.5167706880232276,0.26462074899750393
gpt4o,T1,B_Op5,2,0.5,0.75,0.9,1.274,0.45,0.6,0.6,0.15,0.7453982023053183,0.8258038168959986,0.4229942562257791
gpt4o,T1,B_Op5,3,0.5,0.688,0.75,1.134,0.45,0.55,0.55,0.1,0.5892493529907351,0.6685868859018997,0.2802021784355004
gpt4o,T1,B_Op5,4,0.5,0.688,0.75,1.134,0.45,0.55,0.55,0.1,0.5892493529907351,0.6685868859018997,0.2802021784355004
gpt4o,T1,B_Op5,5,0.5,0.75,0.9,1.274,0.45,0.45,0.45,0.0,0.7453982023053183,0.8258038168959986,0.4229942562257791
gpt4o,T1,B_Op7,1,0.15,0.375,0.55,0.682,0.66,0.467,0.44,-0.193,0.36540591128223426,0.42185180336227085,0.2701206041752462
gpt4o,T1,B_Op7,2,0.15,0.375,0.55,0.682,0.583,0.467,0.44,-0.116,0.36540591128223426,0.42185180336227085,0.2701206041752462
gpt4o,T1,B_Op7,3,0.15,0.5,0.7,0.873,0.533,0.4,0.4,-0.133,0.5101239849291542,0.5787952522265537,0.2498402305474441
gpt4o,T1,B_Op7,4,0.584,0.438,0.4,0.832,0.55,0.417,0.43,-0.133,0.23636091047379218,0.2980576185907684,0.31359180601539954
gpt4o,T1,B_Op7,5,0.15,0.5,0.55,0.758,0.533,0.417,0.417,-0.116,0.39965795375545826,0.4601129687370266,0.20278101686301903
gpt4o,T2,B0,1,0.15,0.25,0.25,0.384,0.524,0.369,0.36,-0.155,0.2693816623306049,0.2527131654663049,0.47797504202625474
gpt4o,T2,B0,2,0.1,0.375,0.7,0.8,0.493,0.574,0.574,0.081,0.5117083935211537,0.5729004660497319,0.34054829437247225
gpt4o,T2,B0,3,0.1,0.625,0.75,0.981,0.485,0.675,0.659,0.19,0.6237030383123044,0.6914151748407031,0.3172272699501101
gpt4o,T2,B0,4,0.1,0.312,0.55,0.64,0.522,0.529,0.519,0.007,0.39997769937835287,0.4469356374244507,0.3500957309079904
gpt4o,T2,B0,5,0.585,0.438,0.75,1.047,0.546,0.562,0.576,0.016,0.5056965493257789,0.5847377395037882,0.33693420841463995
gpt4o,T2,B_Op3,1,0.666,0.75,0.75,1.252,0.667,0.7,0.7,0.033,0.6743877223081689,0.7491421921104163,0.4214375170769684
gpt4o,T2,B_Op3,2,0.5,0.75,0.75,1.173,0.6,0.75,0.75,0.15,0.6285845050587868,0.7061529182832852,0.31244862105632665
gpt4o,T2,B_Op3,3,0.75,0.75,0.75,1.299,0.7,0.7,0.8,0.0,0.7113357013393887,0.7834998047223751,0.4889623102039666
gpt4o,T2,B_Op3,4,0.15,0.75,0.75,1.071,0.7,0.65,0.75,-0.05,0.6707357751007471,0.7398269689596345,0.33102891233244264
gpt4o,T2,B_Op3,5,0.15,0.75,0.75,1.071,0.6,0.65,0.65,0.05,0.6707357751007471,0.7398269689596345,0.33102891233244264
gpt4o,T2,B_Op5,1,0.1,0.625,0.65,0.907,0.55,0.633,0.629,0.083,0.5540807522374334,0.6171344618476593,0.26726979028689346
gpt4o,T2,B_Op5,2,0.15,0.625,0.25,0.69,0.524,0.45,0.483,-0.074,0.38882062702485315,0.4063236936236921,0.36458900257687415
gpt4o,T2,B_Op5,3,0.15,0.75,0.75,1.071,0.538,0.65,0.667,0.112,0.6707357751007471,0.7398269689596345,0.33102891233244264
gpt4o,T2,B_Op5,4,0.15,0.625,0.85,1.066,0.563,0.74,0.717,0.177,0.6805743750685886,0.7538560499193463,0.3579457232598261
gpt4o,T2,B_Op5,5,0.15,0.625,0.75,0.988,0.567,0.7,0.69,0.133,0.6009837601799236,0.6716389982721374,0.28093618634843043
gpt4o,T2,B_Op7,1,0.521,0.375,0.45,0.784,0.575,0.417,0.407,-0.158,0.2031216384337228,0.2773741588540648,0.28086078544360726
gpt4o,T2,B_Op7,2,0.55,0.5,0.7,1.021,0.62,0.6,0.575,-0.02,0.46651310806878726,0.5471343016115878,0.26221392182719827
gpt4o,T2,B_Op7,3,0.15,0.625,0.55,0.846,0.573,0.55,0.541,-0.023,0.466027338253884,0.5260218094337914,0.20130857110416336
gpt4o,T2,B_Op7,4,0.15,0.5,0.55,0.758,0.555,0.6,0.55,0.045,0.39965795375545826,0.4601129687370266,0.20278101686301903
gpt4o,T2,B_Op7,5,0.15,0.5,0.9,1.04,0.555,0.674,0.706,0.119,0.6813416764003213,0.7545885925456334,0.4010238656239801
gpt4o,T3,B0,1,0.666,0.812,0.45,1.143,0.35,0.467,0.45,0.117,0.5695528772642625,0.623654987954077,0.4204859816926125
gpt4o,T3,B0,2,0.65,0.812,0.45,1.133,0.41,0.4,0.433,-0.01,0.5623505668175325,0.6168593551207601,0.40828791409984205
gpt4o,T3,B0,3,0.611,0.812,0.55,1.155,0.394,0.5,0.567,0.106,0.5835339578807732,0.6475431599515202,0.3652427422961338
gpt4o,T3,B0,4,0.6,0.812,0.75,1.258,0.39,0.5,0.5,0.11,0.6928651816912147,0.767509911336655,0.40743959159610404
gpt4o,T3,B0,5,0.05,0.75,0.45,0.876,0.42,0.55,0.55,0.13,0.569679278190808,0.6120914506836376,0.36110405813283236
gpt4o,T3,B_Op3,1,0.05,0.75,0.55,0.931,0.75,0.45,0.45,-0.3,0.605420911432699,0.6571574727567207,0.34582674968833743
gpt4o,T3,B_Op3,2,0.05,0.875,0.55,1.035,0.55,0.75,0.75,0.2,0.6974879783910257,0.7478976828417107,0.42602950695931846
gpt4o,T3,B_Op3,3,0.666,0.812,0.55,1.185,0.683,0.95,0.75,0.267,0.6053019742244362,0.6679412728676077,0.40744135872539994
gpt4o,T3,B_Op3,4,0.1,0.688,1.0,1.218,0.7,0.55,0.55,-0.15,0.8498863453427169,0.9236646707544898,0.5221850828968595
gpt4o,T3,B_Op3,5,0.666,0.875,0.7,1.304,0.417,0.5,0.5,0.083,0.7288715936294952,0.7985042416919274,0.47160850374012553
gpt4o,T3,B_Op5,1,0.15,0.688,0.75,1.029,0.617,0.65,0.617,0.033,0.6340211352944001,0.7040599576740606,0.30078108451164276
gpt4o,T3,B_Op5,2,0.666,0.75,0.55,1.144,0.6,0.717,0.65,0.117,0.5574933183456103,0.6219437466523801,0.3731080015223474
gpt4o,T3,B_Op5,3,0.05,0.812,0.55,0.982,0.557,0.55,0.55,-0.007,0.6497123671287165,0.700847675318967,0.38261602266502115
gpt4o,T3,B_Op5,4,0.5,0.75,0.75,1.173,0.4,0.5,0.5,0.1,0.6285845050587868,0.7061529182832852,0.31244862105632665
gpt4o,T3,B_Op5,5,0.05,0.812,0.75,1.107,0.457,0.7,0.7,0.243,0.7524135564966915,0.8158354392890763,0.42987791383135754
gpt4o,T3,B_Op7,1,0.1,0.625,0.4,0.749,0.322,0.6,0.433,0.278,0.4353222714265834,0.47471564541312516,0.2931435498181735
gpt4o,T3,B_Op7,2,0.1,0.562,0.4,0.697,0.461,0.633,0.58,0.172,0.39578044418591474,0.43438630733484224,0.28692685618463803
gpt4o,T3,B_Op7,3,0.15,0.688,0.45,0.836,0.417,0.517,0.45,0.1,0.4647394969227384,0.513907018827336,0.2507374339822436
gpt4o,T3,B_Op7,4,0.15,0.625,0.25,0.69,0.529,0.6,0.44,0.071,0.38882062702485315,0.4063236936236921,0.36458900257687415
gpt4o,T3,B_Op7,5,0.945,0.625,0.55,1.259,0.422,0.55,0.4,0.128,0.668247618776154,0.7210225683014367,0.605923213617039
gpt4o,T4,B0,1,0.1,0.375,0.45,0.594,0.57,0.418,0.452,-0.152,0.34546415154108245,0.3843370187738881,0.3247662864276401
gpt4o,T4,B0,2,0.15,0.625,0.45,0.785,0.505,0.471,0.517,-0.034,0.41854686714871014,0.4685071440223724,0.22655052593185473
gpt4o,T4,B0,3,0.15,0.5,0.25,0.579,0.458,0.41,0.395,-0.048,0.3061478074394785,0.31639207322561036,0.36540407879496906
gpt4o,T4,B0,4,0.518,0.625,0.45,0.928,0.507,0.5,0.48,-0.007,0.35244976947077156,0.41824249425423043,0.2130217378579003
gpt4o,T4,B0,5,0.547,0.625,0.1,0.837,0.469,0.35,0.377,-0.119,0.3771179125949866,0.3744693632328284,0.5017196635572498
gpt4o,T4,B_Op3,1,0.5,0.625,0.45,0.918,0.55,0.55,0.55,0.0,0.3470064552713681,0.41328796740287516,0.19841658398430304
gpt4o,T4,B_Op3,2,0.15,0.625,0.45,0.785,0.55,0.6,0.8,0.05,0.41854686714871014,0.4685071440223724,0.22655052593185473
gpt4o,T4,B_Op3,3,0.15,0.75,0.4,0.863,0.55,0.65,0.65,0.1,0.5003863307485528,0.5428111494801853,0.30802620148292575
gpt4o,T4,B_Op3,4,0.15,0.75,0.45,0.887,0.55,0.75,0.95,0.2,0.5136988222684572,0.5619109751553176,0.28632174349846357
gpt4o,T4,B_Op3,5,0.1,0.625,0.45,0.777,0.517,0.55,0.75,0.033,0.4505612943873452,0.49644228667590357,0.2702464445649562
gpt4o,T4,B_Op5,1,0.834,0.75,0.25,1.149,0.45,0.483,0.35,0.033,0.6010908084474424,0.6282052721841802,0.607182592635856
gpt4o,T4,B_Op5,2,0.625,0.625,0.45,0.992,0.55,0.5,0.527,-0.05,0.400285498113534,0.46129377190679693,0.3073664601091016
gpt4o,T4,B_Op5,3,0.5,0.625,0.45,0.918,0.55,0.55,0.583,0.0,0.3470064552713681,0.41328796740287516,0.19841658398430304
gpt4o,T4,B_Op5,4,0.559,0.625,0.45,0.952,0.474,0.45,0.488,-0.024,0.36784801209195084,0.4321225104064818,0.2479610872697569
gpt4o,T4,B_Op5,5,0.15,0.625,0.45,0.785,0.5,0.45,0.486,-0.05,0.41854686714871014,0.4685071440223724,0.22655052593185473
gpt4o,T4,B_Op7,1,0.15,0.5,0.25,0.579,0.675,0.586,0.614,-0.089,0.3061478074394785,0.31639207322561036,0.36540407879496906
gpt4o,T4,B_Op7,2,0.584,0.5,0.45,0.891,0.667,0.7,0.775,0.033,0.2937178237696854,0.36136112685234967,0.27120232447381415
gpt4o,T4,B_Op7,3,0.15,0.5,0.25,0.579,0.725,0.614,0.586,-0.111,0.3061478074394785,0.31639207322561036,0.36540407879496906
gpt4o,T4,B_Op7,4,0.15,0.5,0.25,0.579,0.589,0.575,0.486,-0.014,0.3061478074394785,0.31639207322561036,0.36540407879496906
gpt4o,T4,B_Op7,5,0.1,0.5,0.45,0.68,0.623,0.51,0.53,-0.113,0.3815107862171134,0.42598115451273194,0.2713450585509159
gpt4o,T5,B0,1,0.05,0.438,0.45,0.63,0.464,0.4,0.4,-0.064,0.4018342942059575,0.43905856556956047,0.3350003892535052
gpt4o,T5,B0,2,0.1,0.438,0.45,0.636,0.55,0.35,0.35,-0.2,0.3586736678374926,0.40101923145904117,0.2924333442000074
gpt4o,T5,B0,3,0.15,0.438,0.7,0.839,0.679,0.507,0.45,-0.172,0.49327760946550164,0.5606785389151255,0.2725972501695496
gpt4o,T5,B0,4,0.15,0.562,0.85,1.03,0.529,0.717,0.717,0.188,0.6559864022980965,0.7291333650300197,0.3528725276923666
gpt4o,T5,B0,5,0.15,0.562,0.6,0.836,0.557,0.35,0.35,-0.207,0.46132218676322084,0.5254859313054917,0.19753232849333804
gpt4o,T5,B_Op3,1,0.5,0.75,0.15,0.914,0.55,0.45,0.517,-0.1,0.45068667608439456,0.46416801268506214,0.47161863915668123
gpt4o,T5,B_Op3,2,0.1,0.625,0.15,0.65,0.45,0.3,0.367,-0.15,0.4438529936814665,0.4414237691833099,0.4747979999957876
gpt4o,T5,B_Op3,3,0.75,0.75,0.45,1.152,0.65,0.5,0.567,-0.15,0.5656840814447583,0.6182814440042658,0.4598740488438111
gpt4o,T5,B_Op3,4,0.15,0.75,0.55,0.942,0.6,0.55,0.55,-0.05,0.5530700498128606,0.610691365584941,0.26679606593801186
gpt4o,T5,B_Op3,5,0.15,0.75,0.15,0.779,0.55,0.55,0.65,0.0,0.5078252455323583,0.5139493593730806,0.4841282276422228
gpt4o,T5,B_Op5,1,0.1,0.75,0.55,0.935,0.667,0.6,0.65,-0.067,0.5776767954488046,0.6323764258730713,0.3047755580751186
gpt4o,T5,B_Op5,2,0.15,0.625,0.55,0.846,0.614,0.55,0.55,-0.064,0.466027338253884,0.5260218094337914,0.20130857110416336
gpt4o,T5,B_Op5,3,0.15,0.75,0.45,0.887,0.7,0.55,0.617,-0.15,0.5136988222684572,0.5619109751553176,0.28632174349846357
gpt4o,T5,B_Op5,4,0.05,0.75,0.45,0.876,0.53,0.55,0.55,0.02,0.569679278190808,0.6120914506836376,0.36110405813283236
gpt4o,T5,B_Op5,5,0.05,0.75,0.55,0.931,0.53,0.6,0.6,0.07,0.605420911432699,0.6571574727567207,0.34582674968833743
gpt4o,T5,B_Op7,1,0.15,0.562,0.45,0.735,0.733,0.35,0.4,-0.383,0.37725079191434446,0.42759263791604274,0.21844683746852456
gpt4o,T5,B_Op7,2,1.0,0.75,0.45,1.329,0.75,0.5,0.5,-0.25,0.7455725853329104,0.7889815866038953,0.6913350423636864
gpt4o,T5,B_Op7,3,1.0,0.562,0.3,1.186,0.75,0.35,0.379,-0.4,0.6393826397393035,0.6642917009868481,0.7052538697518788
gpt4o,T5,B_Op7,4,0.1,0.625,0.4,0.749,0.714,0.45,0.457,-0.264,0.4353222714265834,0.47471564541312516,0.2931435498181735
gpt4o,T5,B_Op7,5,0.834,0.562,0.45,1.102,0.683,0.45,0.45,-0.233,0.5135580200912064,0.5622574001291579,0.5028017311028273
